head,head_type,relation,tail,tail_type,movie_id
An American Haunting,电影,主演,James D'Arcy,演员,10008
An American Haunting,电影,主演,Matthew Marsh,演员,10008
An American Haunting,电影,主演,Gaye Brown,演员,10008
An American Haunting,电影,属于类型,Horror,类型,10008
An American Haunting,电影,属于类型,Thriller,类型,10008
An American Haunting,电影,描述关键词,Based,关键词,10008
An American Haunting,电影,描述关键词,History,关键词,10008
My Boss's Daughter,电影,执导,David Zucker,导演,2830
My Boss's Daughter,电影,上映年份,2003年,年份,2830
My Boss's Daughter,电影,制片国家,United States of America,国家,2830
My Boss's Daughter,电影,评分,4.4分,评分值,2830
My Boss's Daughter,电影,主演,Ashton Kutcher,演员,2830
My Boss's Daughter,电影,主演,Tara Reid,演员,2830
My Boss's Daughter,电影,主演,Andy Richter,演员,2830
My Boss's Daughter,电影,主演,Jeffrey Tambor,演员,2830
My Boss's Daughter,电影,主演,Michael Madsen,演员,2830
My Boss's Daughter,电影,属于类型,Comedy,类型,2830
My Boss's Daughter,电影,属于类型,Romance,类型,2830
A Perfect Getaway,电影,执导,David Twohy,导演,12403
A Perfect Getaway,电影,上映年份,2009年,年份,12403
A Perfect Getaway,电影,制片国家,United States of America,国家,12403
A Perfect Getaway,电影,评分,6.2分,评分值,12403
A Perfect Getaway,电影,主演,Milla Jovovich,演员,12403
A Perfect Getaway,电影,主演,Timothy Olyphant,演员,12403
A Perfect Getaway,电影,主演,Steve Zahn,演员,12403
A Perfect Getaway,电影,主演,Chris Hemsworth,演员,12403
A Perfect Getaway,电影,主演,Anthony Ruivivar,演员,12403
A Perfect Getaway,电影,属于类型,Thriller,类型,12403
A Perfect Getaway,电影,属于类型,Mystery,类型,12403
A Perfect Getaway,电影,属于类型,Adventure,类型,12403
A Perfect Getaway,电影,描述关键词,For,关键词,12403
A Perfect Getaway,电影,描述关键词,Cliff,关键词,12403
A Perfect Getaway,电影,描述关键词,Cydney,关键词,12403
Our Family Wedding,电影,执导,Rick Famuyiwa,导演,34563
Our Family Wedding,电影,上映年份,2010年,年份,34563
Our Family Wedding,电影,制片国家,United States of America,国家,34563
Our Family Wedding,电影,评分,5.7分,评分值,34563
Our Family Wedding,电影,主演,Forest Whitaker,演员,34563
Our Family Wedding,电影,主演,America Ferrera,演员,34563
Our Family Wedding,电影,主演,Carlos Mencia,演员,34563
Our Family Wedding,电影,主演,Regina King,演员,34563
Our Family Wedding,电影,主演,Lance Gross,演员,34563
Our Family Wedding,电影,属于类型,Comedy,类型,34563
Dead Man on Campus,电影,执导,Alan Cohn,导演,14557
Dead Man on Campus,电影,上映年份,1998年,年份,14557
Dead Man on Campus,电影,制片国家,United States of America,国家,14557
Dead Man on Campus,电影,评分,5.6分,评分值,14557
Dead Man on Campus,电影,主演,Tom Everett Scott,演员,14557
Dead Man on Campus,电影,主演,Mark-Paul Gosselaar,演员,14557
Dead Man on Campus,电影,主演,Poppy Montgomery,演员,14557
Dead Man on Campus,电影,主演,Lochlyn Munro,演员,14557
Dead Man on Campus,电影,主演,Randy Pearlstein,演员,14557
Dead Man on Campus,电影,属于类型,Comedy,类型,14557
Dead Man on Campus,电影,描述关键词,Josh,关键词,14557
Dead Man on Campus,电影,描述关键词,Miller,关键词,14557
Dead Man on Campus,电影,描述关键词,Tom,关键词,14557
Tea with Mussolini,电影,执导,Franco Zeffirelli,导演,10368
Tea with Mussolini,电影,上映年份,1999年,年份,10368
Tea with Mussolini,电影,制片国家,United Kingdom,国家,10368
Tea with Mussolini,电影,评分,5.8分,评分值,10368
Tea with Mussolini,电影,主演,Cher,演员,10368
Tea with Mussolini,电影,主演,Judi Dench,演员,10368
Tea with Mussolini,电影,主演,Joan Plowright,演员,10368
Tea with Mussolini,电影,主演,Maggie Smith,演员,10368
Tea with Mussolini,电影,主演,Lily Tomlin,演员,10368
Tea with Mussolini,电影,属于类型,Comedy,类型,10368
Tea with Mussolini,电影,属于类型,Drama,类型,10368
Tea with Mussolini,电影,属于类型,War,类型,10368
Tea with Mussolini,电影,描述关键词,Semi,关键词,10368
Tea with Mussolini,电影,描述关键词,Franco,关键词,10368
Tea with Mussolini,电影,描述关键词,Zeffirelli,关键词,10368
Thinner,电影,执导,Tom Holland,导演,10280
Thinner,电影,上映年份,1996年,年份,10280
Thinner,电影,制片国家,United States of America,国家,10280
Thinner,电影,评分,5.5分,评分值,10280
Thinner,电影,主演,Robert John Burke,演员,10280
Thinner,电影,主演,Joe Mantegna,演员,10280
Thinner,电影,主演,Lucinda Jenney,演员,10280
Thinner,电影,主演,Michael Constantine,演员,10280
Thinner,电影,主演,Kari Wuhrer,演员,10280
Thinner,电影,属于类型,Horror,类型,10280
Thinner,电影,属于类型,Thriller,类型,10280
Thinner,电影,描述关键词,Lawyer,关键词,10280
Thinner,电影,描述关键词,Thinner,关键词,10280
Thinner,电影,描述关键词,Now,关键词,10280
"New York, New York",电影,执导,Martin Scorsese,导演,12637
"New York, New York",电影,上映年份,1977年,年份,12637
"New York, New York",电影,制片国家,United States of America,国家,12637
"New York, New York",电影,评分,6.1分,评分值,12637
"New York, New York",电影,主演,Liza Minnelli,演员,12637
"New York, New York",电影,主演,Robert De Niro,演员,12637
"New York, New York",电影,主演,Lionel Stander,演员,12637
"New York, New York",电影,主演,Barry Primus,演员,12637
"New York, New York",电影,主演,Dick Miller,演员,12637
"New York, New York",电影,属于类型,Drama,类型,12637
"New York, New York",电影,属于类型,Music,类型,12637
"New York, New York",电影,属于类型,Romance,类型,12637
"New York, New York",电影,描述关键词,Day,关键词,12637
Crooklyn,电影,执导,Spike Lee,导演,34152
Crooklyn,电影,上映年份,1994年,年份,34152
Crooklyn,电影,制片国家,United States of America,国家,34152
Crooklyn,电影,评分,6.7分,评分值,34152
Crooklyn,电影,主演,Alfre Woodard,演员,34152
Crooklyn,电影,主演,Delroy Lindo,演员,34152
Crooklyn,电影,主演,David Patrick Kelly,演员,34152
Crooklyn,电影,主演,Zelda Harris,演员,34152
Crooklyn,电影,主演,Carlton Williams,演员,34152
Crooklyn,电影,属于类型,Comedy,类型,34152
Crooklyn,电影,属于类型,Drama,类型,34152
Crooklyn,电影,描述关键词,Spike,关键词,34152
Crooklyn,电影,描述关键词,Lee,关键词,34152
Crooklyn,电影,描述关键词,Brooklyn,关键词,34152
I Think I Love My Wife,电影,执导,Chris Rock,导演,14434
I Think I Love My Wife,电影,上映年份,2007年,年份,14434
I Think I Love My Wife,电影,制片国家,India,国家,14434
I Think I Love My Wife,电影,评分,5.0分,评分值,14434
I Think I Love My Wife,电影,主演,Chris Rock,演员,14434
I Think I Love My Wife,电影,主演,Kerry Washington,演员,14434
I Think I Love My Wife,电影,主演,Gina Torres,演员,14434
I Think I Love My Wife,电影,主演,Steve Buscemi,演员,14434
I Think I Love My Wife,电影,主演,Edward Herrmann,演员,14434
I Think I Love My Wife,电影,属于类型,Comedy,类型,14434
I Think I Love My Wife,电影,属于类型,Romance,类型,14434
I Think I Love My Wife,电影,描述关键词,Richard,关键词,14434
I Think I Love My Wife,电影,描述关键词,Cooper,关键词,14434
I Think I Love My Wife,电影,描述关键词,Rock,关键词,14434
Jason X,电影,执导,James Isaac,导演,11470
Jason X,电影,上映年份,2001年,年份,11470
Jason X,电影,制片国家,United States of America,国家,11470
Jason X,电影,评分,4.5分,评分值,11470
Jason X,电影,主演,Kane Hodder,演员,11470
Jason X,电影,主演,Lexa Doig,演员,11470
Jason X,电影,主演,Chuck Campbell,演员,11470
Jason X,电影,主演,Lisa Ryder,演员,11470
Jason X,电影,主演,David Cronenberg,演员,11470
Jason X,电影,属于类型,Horror,类型,11470
Jason X,电影,属于类型,Science Fiction,类型,11470
Jason X,电影,描述关键词,Earth,关键词,11470
Jason X,电影,描述关键词,For,关键词,11470
Jason X,电影,描述关键词,Friday,关键词,11470
Bobby,电影,执导,Emilio Estevez,导演,10741
Bobby,电影,上映年份,2006年,年份,10741
Bobby,电影,制片国家,United States of America,国家,10741
Bobby,电影,评分,6.4分,评分值,10741
Bobby,电影,主演,Anthony Hopkins,演员,10741
Bobby,电影,主演,Heather Graham,演员,10741
Bobby,电影,主演,Ashton Kutcher,演员,10741
Bobby,电影,主演,Mary Elizabeth Winstead,演员,10741
Bobby,电影,主演,Helen Hunt,演员,10741
Bobby,电影,属于类型,History,类型,10741
Bobby,电影,属于类型,Drama,类型,10741
Bobby,电影,描述关键词,Robert,关键词,10741
Bobby,电影,描述关键词,Kennedy,关键词,10741
Bobby,电影,描述关键词,Ambassador,关键词,10741
Head Over Heels,电影,执导,Mark Waters,导演,24940
Head Over Heels,电影,上映年份,2001年,年份,24940
Head Over Heels,电影,制片国家,United States of America,国家,24940
Head Over Heels,电影,评分,5.3分,评分值,24940
Head Over Heels,电影,主演,Monica Potter,演员,24940
Head Over Heels,电影,主演,Freddie Prinze Jr.,演员,24940
Head Over Heels,电影,主演,Shalom Harlow,演员,24940
Head Over Heels,电影,主演,Ivana Miličević,演员,24940
Head Over Heels,电影,主演,Sarah Murdoch,演员,24940
Head Over Heels,电影,属于类型,Comedy,类型,24940
Head Over Heels,电影,属于类型,Romance,类型,24940
Head Over Heels,电影,描述关键词,Ordinary,关键词,24940
Head Over Heels,电影,描述关键词,Amanda,关键词,24940
Head Over Heels,电影,描述关键词,Pierce,关键词,24940
Fun Size,电影,执导,Josh Schwartz,导演,82679
Fun Size,电影,上映年份,2012年,年份,82679
Fun Size,电影,制片国家,United States of America,国家,82679
Fun Size,电影,评分,5.5分,评分值,82679
Fun Size,电影,主演,Victoria Justice,演员,82679
Fun Size,电影,主演,Jackson Nicoll,演员,82679
Fun Size,电影,主演,Chelsea Handler,演员,82679
Fun Size,电影,主演,Josh Pence,演员,82679
Fun Size,电影,主演,Jane Levy,演员,82679
Fun Size,电影,属于类型,Comedy,类型,82679
Fun Size,电影,描述关键词,Wren,关键词,82679
Fun Size,电影,描述关键词,Halloween,关键词,82679
Fun Size,电影,描述关键词,Aaron,关键词,82679
The Diving Bell and the Butterfly,电影,执导,Julian Schnabel,导演,2013
The Diving Bell and the Butterfly,电影,上映年份,2007年,年份,2013
The Diving Bell and the Butterfly,电影,制片国家,France,国家,2013
The Diving Bell and the Butterfly,电影,评分,7.4分,评分值,2013
The Diving Bell and the Butterfly,电影,主演,Mathieu Amalric,演员,2013
The Diving Bell and the Butterfly,电影,主演,Emmanuelle Seigner,演员,2013
The Diving Bell and the Butterfly,电影,主演,Marie-Josée Croze,演员,2013
The Diving Bell and the Butterfly,电影,主演,Anne Consigny,演员,2013
The Diving Bell and the Butterfly,电影,主演,Patrick Chesnais,演员,2013
The Diving Bell and the Butterfly,电影,属于类型,Drama,类型,2013
The Diving Bell and the Butterfly,电影,描述关键词,Elle,关键词,2013
The Diving Bell and the Butterfly,电影,描述关键词,France,关键词,2013
The Diving Bell and the Butterfly,电影,描述关键词,Jean,关键词,2013
Little Children,电影,执导,Todd Field,导演,1440
Little Children,电影,上映年份,2006年,年份,1440
Little Children,电影,制片国家,United States of America,国家,1440
Little Children,电影,评分,6.9分,评分值,1440
Little Children,电影,主演,Kate Winslet,演员,1440
Little Children,电影,主演,Patrick Wilson,演员,1440
Little Children,电影,主演,Jennifer Connelly,演员,1440
Little Children,电影,主演,Jackie Earle Haley,演员,1440
Little Children,电影,主演,Noah Emmerich,演员,1440
Little Children,电影,属于类型,Romance,类型,1440
Little Children,电影,属于类型,Drama,类型,1440
Gossip,电影,执导,Davis Guggenheim,导演,18041
Gossip,电影,上映年份,2000年,年份,18041
Gossip,电影,制片国家,United States of America,国家,18041
Gossip,电影,评分,5.5分,评分值,18041
Gossip,电影,主演,Joshua Jackson,演员,18041
Gossip,电影,主演,James Marsden,演员,18041
Gossip,电影,主演,Kate Hudson,演员,18041
Gossip,电影,主演,Lena Headey,演员,18041
Gossip,电影,主演,Norman Reedus,演员,18041
Gossip,电影,属于类型,Drama,类型,18041
Gossip,电影,属于类型,Mystery,类型,18041
Gossip,电影,属于类型,Thriller,类型,18041
A Walk on the Moon,电影,执导,Tony Goldwyn,导演,28029
A Walk on the Moon,电影,上映年份,1999年,年份,28029
A Walk on the Moon,电影,制片国家,Australia,国家,28029
A Walk on the Moon,电影,评分,6.2分,评分值,28029
A Walk on the Moon,电影,主演,Diane Lane,演员,28029
A Walk on the Moon,电影,主演,Viggo Mortensen,演员,28029
A Walk on the Moon,电影,主演,Liev Schreiber,演员,28029
A Walk on the Moon,电影,主演,Anna Paquin,演员,28029
A Walk on the Moon,电影,主演,Tovah Feldshuh,演员,28029
A Walk on the Moon,电影,属于类型,Drama,类型,28029
A Walk on the Moon,电影,属于类型,Romance,类型,28029
Catch a Fire,电影,执导,Phillip Noyce,导演,1123
Catch a Fire,电影,上映年份,2006年,年份,1123
Catch a Fire,电影,制片国家,France,国家,1123
Catch a Fire,电影,评分,6.4分,评分值,1123
Catch a Fire,电影,主演,Tim Robbins,演员,1123
Catch a Fire,电影,主演,Derek Luke,演员,1123
Catch a Fire,电影,主演,Bonnie Henna,演员,1123
Catch a Fire,电影,主演,Mncedisi Shabangu,演员,1123
Catch a Fire,电影,主演,Tumisho Masha,演员,1123
Catch a Fire,电影,属于类型,Action,类型,1123
Catch a Fire,电影,属于类型,Drama,类型,1123
Catch a Fire,电影,属于类型,Thriller,类型,1123
Catch a Fire,电影,描述关键词,South,关键词,1123
Catch a Fire,电影,描述关键词,Africa,关键词,1123
Catch a Fire,电影,描述关键词,Patrick,关键词,1123
Soul Survivors,电影,执导,Stephen Carpenter,导演,14033
Soul Survivors,电影,上映年份,2001年,年份,14033
Soul Survivors,电影,制片国家,United States of America,国家,14033
Soul Survivors,电影,评分,4.4分,评分值,14033
Soul Survivors,电影,主演,Eliza Dushku,演员,14033
Soul Survivors,电影,主演,Melissa Sagemiller,演员,14033
Soul Survivors,电影,主演,Wes Bentley,演员,14033
Soul Survivors,电影,主演,Casey Affleck,演员,14033
Soul Survivors,电影,主演,Angela Featherstone,演员,14033
Soul Survivors,电影,属于类型,Horror,类型,14033
Soul Survivors,电影,属于类型,Mystery,类型,14033
Soul Survivors,电影,属于类型,Thriller,类型,14033
Jefferson in Paris,电影,执导,James Ivory,导演,87729
Jefferson in Paris,电影,上映年份,1995年,年份,87729
Jefferson in Paris,电影,制片国家,United States of America,国家,87729
Jefferson in Paris,电影,评分,5.2分,评分值,87729
Jefferson in Paris,电影,主演,Nick Nolte,演员,87729
Jefferson in Paris,电影,主演,Greta Scacchi,演员,87729
Jefferson in Paris,电影,主演,Thandie Newton,演员,87729
Jefferson in Paris,电影,主演,Gwyneth Paltrow,演员,87729
Jefferson in Paris,电影,主演,Jean-Pierre Aumont,演员,87729
Jefferson in Paris,电影,属于类型,Drama,类型,87729
Jefferson in Paris,电影,属于类型,Romance,类型,87729
Jefferson in Paris,电影,描述关键词,Thomas,关键词,87729
Jefferson in Paris,电影,描述关键词,Jefferson,关键词,87729
Jefferson in Paris,电影,描述关键词,United,关键词,87729
Easy Virtue,电影,执导,Stephan Elliott,导演,16899
Easy Virtue,电影,上映年份,2008年,年份,16899
Easy Virtue,电影,制片国家,Canada,国家,16899
Easy Virtue,电影,评分,6.3分,评分值,16899
Easy Virtue,电影,主演,Jessica Biel,演员,16899
Easy Virtue,电影,主演,Ben Barnes,演员,16899
Easy Virtue,电影,主演,Kristin Scott Thomas,演员,16899
Easy Virtue,电影,主演,Colin Firth,演员,16899
Easy Virtue,电影,主演,Kimberley Nixon,演员,16899
Easy Virtue,电影,属于类型,Comedy,类型,16899
Easy Virtue,电影,属于类型,Romance,类型,16899
Easy Virtue,电影,描述关键词,Englishman,关键词,16899
Easy Virtue,电影,描述关键词,American,关键词,16899
Easy Virtue,电影,描述关键词,British,关键词,16899
Caravans,电影,执导,James Fargo,导演,41317
Caravans,电影,上映年份,1978年,年份,41317
Caravans,电影,制片国家,United States of America,国家,41317
Caravans,电影,评分,5.8分,评分值,41317
Caravans,电影,主演,Anthony Quinn,演员,41317
Caravans,电影,主演,Jennifer O'Neill,演员,41317
Caravans,电影,主演,Michael Sarrazin,演员,41317
Caravans,电影,主演,Christopher Lee,演员,41317
Caravans,电影,主演,Joseph Cotten,演员,41317
Caravans,电影,属于类型,Action,类型,41317
Caravans,电影,属于类型,Adventure,类型,41317
Caravans,电影,属于类型,Drama,类型,41317
Caravans,电影,属于类型,Romance,类型,41317
Caravans,电影,描述关键词,James,关键词,41317
Caravans,电影,描述关键词,Michener,关键词,41317
Caravans,电影,描述关键词,American,关键词,41317
Mr. Turner,电影,执导,Mike Leigh,导演,245700
Mr. Turner,电影,上映年份,2014年,年份,245700
Mr. Turner,电影,制片国家,United Kingdom,国家,245700
Mr. Turner,电影,评分,6.3分,评分值,245700
Mr. Turner,电影,主演,Timothy Spall,演员,245700
Mr. Turner,电影,主演,Dorothy Atkinson,演员,245700
Mr. Turner,电影,主演,Marion Bailey,演员,245700
Mr. Turner,电影,主演,Paul Jesson,演员,245700
Mr. Turner,电影,主演,Lesley Manville,演员,245700
Mr. Turner,电影,属于类型,History,类型,245700
Mr. Turner,电影,属于类型,Drama,类型,245700
Mr. Turner,电影,描述关键词,Eccentric,关键词,245700
Mr. Turner,电影,描述关键词,British,关键词,245700
Mr. Turner,电影,描述关键词,Turner,关键词,245700
Wild Grass,电影,执导,Alain Resnais,导演,37842
Wild Grass,电影,上映年份,2009年,年份,37842
Wild Grass,电影,制片国家,France,国家,37842
Wild Grass,电影,评分,5.8分,评分值,37842
Wild Grass,电影,主演,André Dussollier,演员,37842
Wild Grass,电影,主演,Sabine Azéma,演员,37842
Wild Grass,电影,主演,Emmanuelle Devos,演员,37842
Wild Grass,电影,主演,Mathieu Amalric,演员,37842
Wild Grass,电影,主演,Anne Consigny,演员,37842
Wild Grass,电影,属于类型,Drama,类型,37842
Wild Grass,电影,属于类型,Romance,类型,37842
Wild Grass,电影,描述关键词,Marguerite,关键词,37842
Wild Grass,电影,描述关键词,Georges,关键词,37842
Amen.,电影,执导,Costa-Gavras,导演,9045
Amen.,电影,上映年份,2002年,年份,9045
Amen.,电影,制片国家,France,国家,9045
Amen.,电影,评分,7.1分,评分值,9045
Amen.,电影,主演,Ulrich Tukur,演员,9045
Amen.,电影,主演,Mathieu Kassovitz,演员,9045
Amen.,电影,主演,Ulrich Mühe,演员,9045
Amen.,电影,主演,Michel Duchaussoy,演员,9045
Amen.,电影,主演,Marcel Iureș,演员,9045
Amen.,电影,属于类型,Drama,类型,9045
Amen.,电影,属于类型,History,类型,9045
Amen.,电影,描述关键词,Amen,关键词,9045
Amen.,电影,描述关键词,Vatican,关键词,9045
Amen.,电影,描述关键词,Nazi,关键词,9045
Reign of Assassins,电影,执导,John Woo,导演,44092
Reign of Assassins,电影,上映年份,2010年,年份,44092
Reign of Assassins,电影,制片国家,China,国家,44092
Reign of Assassins,电影,评分,6.7分,评分值,44092
Reign of Assassins,电影,主演,Michelle Yeoh,演员,44092
Reign of Assassins,电影,主演,Jung Woo-sung,演员,44092
Reign of Assassins,电影,主演,Wang Xue-qi,演员,44092
Reign of Assassins,电影,主演,Barbie Hsu,演员,44092
Reign of Assassins,电影,主演,Shawn Yue,演员,44092
Reign of Assassins,电影,属于类型,History,类型,44092
Reign of Assassins,电影,属于类型,Action,类型,44092
Reign of Assassins,电影,描述关键词,China,关键词,44092
Reign of Assassins,电影,描述关键词,Zeng,关键词,44092
Reign of Assassins,电影,描述关键词,Jing,关键词,44092
The Lucky Ones,电影,执导,Neil Burger,导演,16005
The Lucky Ones,电影,上映年份,2008年,年份,16005
The Lucky Ones,电影,制片国家,United States of America,国家,16005
The Lucky Ones,电影,评分,6.3分,评分值,16005
The Lucky Ones,电影,主演,Tim Robbins,演员,16005
The Lucky Ones,电影,主演,Rachel McAdams,演员,16005
The Lucky Ones,电影,主演,Michael Peña,演员,16005
The Lucky Ones,电影,主演,Kerry Bishé,演员,16005
The Lucky Ones,电影,主演,Molly Hagan,演员,16005
The Lucky Ones,电影,属于类型,Comedy,类型,16005
The Lucky Ones,电影,属于类型,Drama,类型,16005
The Lucky Ones,电影,属于类型,History,类型,16005
The Lucky Ones,电影,描述关键词,Colee,关键词,16005
The Lucky Ones,电影,描述关键词,Cheaver,关键词,16005
The Lucky Ones,电影,描述关键词,Iraq,关键词,16005
Margaret,电影,执导,Kenneth Lonergan,导演,44754
Margaret,电影,上映年份,2011年,年份,44754
Margaret,电影,制片国家,United States of America,国家,44754
Margaret,电影,评分,6.1分,评分值,44754
Margaret,电影,主演,Anna Paquin,演员,44754
Margaret,电影,主演,Matt Damon,演员,44754
Margaret,电影,主演,Mark Ruffalo,演员,44754
Margaret,电影,主演,Matthew Broderick,演员,44754
Margaret,电影,主演,Jeannie Berlin,演员,44754
Margaret,电影,属于类型,Drama,类型,44754
Stan Helsing,电影,执导,Bo Zenga,导演,23988
Stan Helsing,电影,上映年份,2009年,年份,23988
Stan Helsing,电影,制片国家,Canada,国家,23988
Stan Helsing,电影,评分,4.0分,评分值,23988
Stan Helsing,电影,主演,Diora Baird,演员,23988
Stan Helsing,电影,主演,Leslie Nielsen,演员,23988
Stan Helsing,电影,主演,Steve Howey,演员,23988
Stan Helsing,电影,主演,Kenan Thompson,演员,23988
Stan Helsing,电影,主演,Tara Wilson,演员,23988
Stan Helsing,电影,属于类型,Comedy,类型,23988
Stan Helsing,电影,属于类型,Horror,类型,23988
Stan Helsing,电影,描述关键词,Halloween,关键词,23988
Stan Helsing,电影,描述关键词,Stan,关键词,23988
Stan Helsing,电影,描述关键词,Helsing,关键词,23988
Flipped,电影,执导,Rob Reiner,导演,43949
Flipped,电影,上映年份,2010年,年份,43949
Flipped,电影,制片国家,United States of America,国家,43949
Flipped,电影,评分,7.4分,评分值,43949
Flipped,电影,主演,Madeline Carroll,演员,43949
Flipped,电影,主演,Callan McAuliffe,演员,43949
Flipped,电影,主演,Rebecca De Mornay,演员,43949
Flipped,电影,主演,Anthony Edwards,演员,43949
Flipped,电影,主演,John Mahoney,演员,43949
Flipped,电影,属于类型,Romance,类型,43949
Flipped,电影,属于类型,Drama,类型,43949
Flipped,电影,描述关键词,Juli,关键词,43949
Flipped,电影,描述关键词,Bryce,关键词,43949
Brokeback Mountain,电影,执导,Ang Lee,导演,142
Brokeback Mountain,电影,上映年份,2005年,年份,142
Brokeback Mountain,电影,制片国家,Canada,国家,142
Brokeback Mountain,电影,评分,7.5分,评分值,142
Brokeback Mountain,电影,主演,Heath Ledger,演员,142
Brokeback Mountain,电影,主演,Jake Gyllenhaal,演员,142
Brokeback Mountain,电影,主演,Randy Quaid,演员,142
Brokeback Mountain,电影,主演,Michelle Williams,演员,142
Brokeback Mountain,电影,主演,Anne Hathaway,演员,142
Brokeback Mountain,电影,属于类型,Drama,类型,142
Brokeback Mountain,电影,属于类型,Romance,类型,142
Brokeback Mountain,电影,描述关键词,Brokeback,关键词,142
Brokeback Mountain,电影,描述关键词,Mountain,关键词,142
Brokeback Mountain,电影,描述关键词,Ang,关键词,142
Clueless,电影,执导,Amy Heckerling,导演,9603
Clueless,电影,上映年份,1995年,年份,9603
Clueless,电影,制片国家,United States of America,国家,9603
Clueless,电影,评分,6.9分,评分值,9603
Clueless,电影,主演,Alicia Silverstone,演员,9603
Clueless,电影,主演,Stacey Dash,演员,9603
Clueless,电影,主演,Brittany Murphy,演员,9603
Clueless,电影,主演,Paul Rudd,演员,9603
Clueless,电影,主演,Donald Faison,演员,9603
Clueless,电影,属于类型,Comedy,类型,9603
Clueless,电影,属于类型,Drama,类型,9603
Clueless,电影,属于类型,Romance,类型,9603
Clueless,电影,描述关键词,Shallow,关键词,9603
Clueless,电影,描述关键词,Cher,关键词,9603
Clueless,电影,描述关键词,Beverly,关键词,9603
Far from Heaven,电影,执导,Todd Haynes,导演,10712
Far from Heaven,电影,上映年份,2002年,年份,10712
Far from Heaven,电影,制片国家,United States of America,国家,10712
Far from Heaven,电影,评分,6.9分,评分值,10712
Far from Heaven,电影,主演,Julianne Moore,演员,10712
Far from Heaven,电影,主演,Dennis Quaid,演员,10712
Far from Heaven,电影,主演,Dennis Haysbert,演员,10712
Far from Heaven,电影,主演,Patricia Clarkson,演员,10712
Far from Heaven,电影,主演,Viola Davis,演员,10712
Far from Heaven,电影,属于类型,Drama,类型,10712
Far from Heaven,电影,属于类型,Romance,类型,10712
Far from Heaven,电影,描述关键词,Connecticut,关键词,10712
Hot Tub Time Machine 2,电影,执导,Steve Pink,导演,243938
Hot Tub Time Machine 2,电影,上映年份,2015年,年份,243938
Hot Tub Time Machine 2,电影,制片国家,United States of America,国家,243938
Hot Tub Time Machine 2,电影,评分,5.0分,评分值,243938
Hot Tub Time Machine 2,电影,主演,Rob Corddry,演员,243938
Hot Tub Time Machine 2,电影,主演,Craig Robinson,演员,243938
Hot Tub Time Machine 2,电影,主演,Clark Duke,演员,243938
Hot Tub Time Machine 2,电影,主演,Adam Scott,演员,243938
Hot Tub Time Machine 2,电影,主演,Chevy Chase,演员,243938
Hot Tub Time Machine 2,电影,属于类型,Comedy,类型,243938
Hot Tub Time Machine 2,电影,描述关键词,Lou,关键词,243938
Hot Tub Time Machine 2,电影,描述关键词,Internet,关键词,243938
Hot Tub Time Machine 2,电影,描述关键词,Jacob,关键词,243938
Quills,电影,执导,Philip Kaufman,导演,10876
Quills,电影,上映年份,2000年,年份,10876
Quills,电影,制片国家,Germany,国家,10876
Quills,电影,评分,6.8分,评分值,10876
Quills,电影,主演,Geoffrey Rush,演员,10876
Quills,电影,主演,Kate Winslet,演员,10876
Quills,电影,主演,Joaquin Phoenix,演员,10876
Quills,电影,主演,Michael Caine,演员,10876
Quills,电影,主演,Billie Whitelaw,演员,10876
Quills,电影,属于类型,Drama,类型,10876
Quills,电影,描述关键词,Marquis,关键词,10876
Quills,电影,描述关键词,Sade,关键词,10876
Quills,电影,描述关键词,France,关键词,10876
Seven Psychopaths,电影,执导,Martin McDonagh,导演,86838
Seven Psychopaths,电影,上映年份,2012年,年份,86838
Seven Psychopaths,电影,制片国家,United Kingdom,国家,86838
Seven Psychopaths,电影,评分,6.7分,评分值,86838
Seven Psychopaths,电影,主演,Colin Farrell,演员,86838
Seven Psychopaths,电影,主演,Sam Rockwell,演员,86838
Seven Psychopaths,电影,主演,Woody Harrelson,演员,86838
Seven Psychopaths,电影,主演,Christopher Walken,演员,86838
Seven Psychopaths,电影,主演,Tom Waits,演员,86838
Seven Psychopaths,电影,属于类型,Comedy,类型,86838
Seven Psychopaths,电影,属于类型,Crime,类型,86838
Seven Psychopaths,电影,描述关键词,Los,关键词,86838
Seven Psychopaths,电影,描述关键词,Angeles,关键词,86838
Seven Psychopaths,电影,描述关键词,Shih,关键词,86838
The Caveman's Valentine,电影,执导,Kasi Lemmons,导演,25208
The Caveman's Valentine,电影,上映年份,2001年,年份,25208
The Caveman's Valentine,电影,制片国家,United States of America,国家,25208
The Caveman's Valentine,电影,评分,6.0分,评分值,25208
The Caveman's Valentine,电影,主演,Samuel L. Jackson,演员,25208
The Caveman's Valentine,电影,主演,Colm Feore,演员,25208
The Caveman's Valentine,电影,主演,Ann Magnuson,演员,25208
The Caveman's Valentine,电影,主演,Aunjanue Ellis,演员,25208
The Caveman's Valentine,电影,主演,Tamara Tunie,演员,25208
The Caveman's Valentine,电影,属于类型,Drama,类型,25208
The Caveman's Valentine,电影,属于类型,Mystery,类型,25208
The Caveman's Valentine,电影,属于类型,Thriller,类型,25208
The Caveman's Valentine,电影,描述关键词,Academy,关键词,25208
The Caveman's Valentine,电影,描述关键词,Award,关键词,25208
The Caveman's Valentine,电影,描述关键词,Samuel,关键词,25208
Downfall,电影,执导,Oliver Hirschbiegel,导演,613
Downfall,电影,上映年份,2004年,年份,613
Downfall,电影,制片国家,Austria,国家,613
Downfall,电影,评分,7.7分,评分值,613
